488,9133,"Altres activitats associatives",913
489,9211,"Producció cinematogràfica i de vídeo",921
490,9212,"Distribució de pel·lícules",921
491,9213,"Exhibició de pel·lícules",921
492,9220,"Activitats de ràdio i televisió",922
493,9231,"Creació i interpretació artística i literària",923
494,9232,"Gestió de sales d'espectacles",923
495,9233,"Activitats de fires i parcs d'atraccions",923
496,9234,"Altres activitats d'espectacles",923
497,9240,"Activitats d'agències de notícies",924
498,9251,"Activitats de biblioteques i arxius",925
499,9252,"Activitats de museus i conservació de llocs i edificis històrics",925
500,9253,"Activitats de jardins botànics, zoològics i parcs nacionals",925
501,9261,"Gestió d'estadis i altres instal·lacions esportives",926
502,9262,"Altres activitats esportives",926
503,9271,"Activitats relacionades amb els jocs d'atzar i les apostes",927
504,9272,"Altres activitats recreatives",927
505,9301,"Rentatge, neteja i tenyiment de peces tèxtils i de pell",930
506,9302,"Perruqueria i altres tractaments de bellesa",930
507,9303,"Pompes fúnebres i activitats que s'hi relacionen",930
508,9304,"Activitats de manteniment físic",930
509,9305,"Altres activitats de serveis personals",930
